office,id,ad,ed,candidate,party,votes
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,6,NO,,195
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,7,YES,,59
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,7,NO,,41
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,8,YES,,28
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,8,NO,,16
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,9,YES,,375
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,9,NO,,317
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,10,YES,,21
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,10,NO,,8
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,11,YES,,196
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,11,NO,,176
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,12,YES,,492
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,12,NO,,407
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,13,YES,,248
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,13,NO,,133
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,14,YES,,151
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,14,NO,,94
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,15,YES,,343
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,15,NO,,226
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,16,YES,,161
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,16,NO,,184
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,17,YES,,236
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,17,NO,,168
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,18,YES,,219
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,18,NO,,62
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,19,YES,,216
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,19,NO,,57
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,20,YES,,253
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,20,NO,,53
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,21,YES,,256
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,21,NO,,94
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,22,YES,,684
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,22,NO,,273
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,23,YES,,316
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,23,NO,,149
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,24,YES,,366
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,24,NO,,199
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,25,YES,,507
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,25,NO,,331
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,26,YES,,529
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,26,NO,,324
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,27,YES,,534
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,27,NO,,242
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,28,YES,,445
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,28,NO,,173
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,29,YES,,481
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,29,NO,,292
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,30,YES,,376
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,30,NO,,294
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,31,YES,,314
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,31,NO,,210
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,32,YES,,326
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,32,NO,,220
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,33,YES,,327
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,33,NO,,328
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,34,YES,,351
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,34,NO,,267
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,35,YES,,466
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,35,NO,,191
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,36,YES,,352
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,36,NO,,227
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,37,YES,,326
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,37,NO,,127
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,38,YES,,340
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,38,NO,,148
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,39,YES,,315
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,39,NO,,150
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,40,YES,,369
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,40,NO,,169
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,41,YES,,269
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,41,NO,,101
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,42,YES,,389
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,42,NO,,123
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,43,YES,,346
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,43,NO,,134
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,44,YES,,392
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,44,NO,,101
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,45,YES,,424
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,45,NO,,180
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,46,YES,,319
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,46,NO,,122
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,47,YES,,221
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,47,NO,,84
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,48,YES,,108
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,48,NO,,16
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,49,YES,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,49,NO,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,50,YES,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,25,50,NO,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,1,YES,,204
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,1,NO,,86
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,2,YES,,120
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,2,NO,,26
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,3,YES,,143
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,3,NO,,37
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,4,YES,,192
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,4,NO,,74
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,5,YES,,26
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,5,NO,,1
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,6,YES,,421
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,6,NO,,186
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,7,YES,,585
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,7,NO,,236
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,8,YES,,625
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,8,NO,,323
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,9,YES,,236
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,9,NO,,102
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,10,YES,,633
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,10,NO,,222
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,11,YES,,338
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,11,NO,,140
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,12,YES,,665
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,12,NO,,359
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,13,YES,,566
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,13,NO,,299
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,14,YES,,534
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,14,NO,,278
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,15,YES,,646
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,15,NO,,260
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,16,YES,,591
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,16,NO,,347
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,17,YES,,626
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,17,NO,,377
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,18,YES,,446
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,18,NO,,168
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,19,YES,,253
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,19,NO,,138
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,20,YES,,615
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,20,NO,,390
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,21,YES,,514
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,21,NO,,441
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,22,YES,,466
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,22,NO,,519
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,23,YES,,570
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,23,NO,,325
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,24,YES,,554
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,24,NO,,411
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,25,YES,,396
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,25,NO,,232
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,26,YES,,351
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,26,NO,,313
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,27,YES,,101
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,27,NO,,44
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,28,YES,,455
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,28,NO,,260
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,29,YES,,325
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,29,NO,,189
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,26,30,YES,,6
